,ID,population_size,pa,n_estimator,criterion,max_feature
21,CUC-0021,0.7272817757787303,0.6036971566114063,193.5641940760391,0.48608672798831554,73.11581143171071
22,CUC-0022,0.771229752914482,0.9731833732961063,761.7148684753447,0.7617310527772861,62.031028744416965
23,CUC-0023,0.5735650698282012,0.5366587240176468,885.3399636955769,0.49239460125193146,86.66823213171158
24,CUC-0024,0.0245012420091828,0.5833471014362237,632.7164062202588,0.3579937548803548,31.733143258514154
25,CUC-0025,0.6858812100355793,0.9906750799690446,196.3623425742412,0.7968995884764819,51.60979962833387
26,CUC-0026,0.9808285150060994,0.3094350802374146,394.91921683870294,0.22088008807735754,64.96757402149831
27,CUC-0027,0.08776857776060121,0.054157891159336224,885.3176487889599,0.8225129316496436,86.98604564616709
28,CUC-0028,0.7665530880034231,0.25145358654613426,795.388734770719,0.6753288521333073,98.96649796729038
29,CUC-0029,0.05894006096794191,0.6535933442434075,131.09279964898582,0.9598950391596023,10.170228677529977
30,CUC-0030,0.7165427898194547,0.48511076435652234,668.2193013159673,0.17962883053814274,77.71269767578926
31,CUC-0031,0.6736893244567138,0.8247192583706925,277.67139798171456,0.7922334344546738,47.85640762119939
32,CUC-0032,0.46056263110090256,0.726278363505553,335.48103500412884,0.23016169942953718,18.24015840683771
33,CUC-0033,0.8633470452295756,0.6450042928392882,668.7440883230263,0.3536994422707995,77.47530379746759
34,CUC-0034,0.708869920801454,0.6091605082264986,197.078517492217,0.6358378486816358,51.690067587604425
35,CUC-0035,0.19843119763708328,0.11961714901288834,395.24741614342577,0.6263533487366495,64.45827384961811
36,CUC-0036,0.06883905368191356,0.43474468484685713,459.0107416503214,0.7532204675936485,82.3044683534853
37,CUC-0037,0.023026581130520807,0.7551654852819671,377.05188084241405,0.27982757069434405,16.3693388434075
38,CUC-0038,0.3194446973124637,0.9747012239269126,195.91938913607814,0.6344151859167675,51.59736976459621
39,CUC-0039,0.06925483305589575,0.09009840449265294,577.6518959096151,0.9163187143901852,24.437705722083237
40,CUC-0040,0.5909780062360466,0.858454332950016,652.5906372565582,0.5576437198830669,55.70653832346693
41,CUC-0041,0.917891811447912,0.05978354921435658,73.03788540199048,0.42645152795563057,39.11828882354232
42,CUC-0042,0.7477796727782675,0.8072250406374791,724.9473498078506,0.5135023731377653,77.79286963560811
43,CUC-0043,0.10235651319626904,0.2671302686647379,778.7245730707955,0.27346330962535587,51.19634314093521
44,CUC-0044,0.5450655415038177,0.5163028235006833,72.74690810663435,0.8099721485253314,38.420218053203946
45,CUC-0045,0.3409374364505441,0.2731094150772516,72.81013421394792,0.859018655525924,38.07471208834465
46,CUC-0046,0.2667734016474651,0.3184555101472579,768.7190174609851,0.4704737233375671,76.12173613527598
47,CUC-0047,0.35330774241920604,0.49617998587279055,832.6614856028176,0.737190610436478,40.15221914490848
48,CUC-0048,0.0030991141225046315,0.9007593482761472,869.831154229963,0.9790192273605962,59.710846131135355
49,CUC-0049,0.21127556515288293,0.7406270860757788,724.4448300791381,0.31711941764995244,77.34489235048729
50,CUC-0050,0.03916076140249547,0.03620091387143487,668.1987351408676,0.3345701845621953,77.49964942384067
51,CUC-0051,0.7992408268192498,0.9159934519602193,105.93046635052586,0.12151329121962627,71.39087384428285
52,CUC-0052,0.8483341315234184,0.823161119424419,196.12970296674962,0.6838059405531423,51.05526594539693
53,CUC-0053,0.022557623649639647,0.4389963585139445,466.1285107587154,0.27928677396226226,67.75719722412113
54,CUC-0054,0.5447040720160914,0.16473598215153085,631.2337411815259,0.6426051839871456,31.61729995623354
55,CUC-0055,0.4268081183120387,0.8691037248585157,516.4330785236936,0.8266680382667214,30.948104069708105
56,CUC-0056,0.952047902153377,0.5164455778996867,760.5307093469893,0.9641357699853087,61.123400188122666
57,CUC-0057,0.423442436581534,0.9243301471652995,673.6259273817324,0.7470490074877814,49.60878453753608
58,CUC-0058,0.5613396602976568,0.02574891718417449,630.9599307754082,0.26184529472228824,32.74868668111217
59,CUC-0059,0.3327536722847514,0.1795788757771023,795.8588642836486,0.4737898274773177,49.523552695076575
60,CUC-0060,0.7919043528539207,0.8034328631443112,105.36446889714176,0.5410396296312768,71.2611011160295
61,CUC-0061,0.6603915404028837,0.16888589044454738,806.3359023588484,0.35780885069155777,92.48342772513793
62,CUC-0062,0.16163579926241456,0.839650973223857,778.0655990534085,0.6340634303925566,89.0341374456383
63,CUC-0063,0.6932920502774145,0.559792638231899,615.6890650117807,0.9102323867447084,18.459124515796354
64,CUC-0064,0.3165076817783766,0.6622012910923956,881.5586855836015,0.9755381996730144,34.48326467960554
65,CUC-0065,0.8831830688814144,0.970467359415187,760.76975132371,0.8385897751942183,62.026980686723434
66,CUC-0066,0.33342619881252344,0.5618987024853888,525.9480896389882,0.14738494932658042,48.6090692951615
67,CUC-0067,0.15272498594215478,0.21134918746570253,507.44158012935566,0.994680172912391,38.75069036149531
68,CUC-0068,0.5967791803757065,0.6907757647639527,572.6486491696375,0.36216958095944096,24.008704263171662
69,CUC-0069,0.32513660992063254,0.04151232135273186,630.960593212133,0.44341957671915044,33.220388343256054
70,CUC-0070,0.20396420464761245,0.4512833491985594,951.8785563822378,0.6163577052494227,51.365109134049916
71,CUC-0071,0.1940234256424661,0.8511005922812085,616.1346502027858,0.6342721988202626,27.239237501065272
72,CUC-0072,0.26341033074857434,0.06987767116137455,365.82693715327156,0.10724294065476407,85.81257125405988
73,CUC-0073,0.5923754134949775,0.8453499360871308,495.3419100125966,0.4815310535390863,63.125936768137635
74,CUC-0074,0.5632644281569948,0.3346680122995308,638.5692833114718,0.8654279975916322,42.07385981398147
75,CUC-0075,0.5922626265471079,0.0875837163714096,58.545304509865396,0.5215917045138609,18.248931057885866
76,CUC-0076,0.49002300745962313,0.9563520885079323,57.78142402223659,0.28040987369310844,18.712286836373593
77,CUC-0077,0.5066945004085094,0.4013762770418602,668.4081984250787,0.28407614259305997,78.1457283576715
78,CUC-0078,0.6617336662743782,0.41918222766904845,760.5518155587882,0.6844272524225389,61.310620490231436
79,CUC-0079,0.6959672505435669,0.1401617498488782,881.528381666131,0.7226367818811077,34.463078338651584
80,CUC-0080,0.9277883334715931,0.9434845998077283,867.3412130928119,0.9471347460560093,46.08212985146752
81,CUC-0081,0.7501524496522732,0.78846757554785,554.8061069242502,0.22025921548893507,63.349163256626866
82,CUC-0082,0.4269913701425624,0.31115792252492014,96.03295294920459,0.3437500638392901,12.212024449412008
83,CUC-0083,0.2596169768189007,0.7646173857526029,666.142099872287,0.17642140736590828,93.30254031122116
84,CUC-0084,0.6358277405658788,0.4630024021694824,144.99440866396344,0.5971925233577772,55.255497654308726
85,CUC-0085,0.9874628957782513,0.9858742376993108,728.6659959185604,0.4646871121023959,78.1135901912993
86,CUC-0086,0.06575239945409783,0.9883780123789934,494.8403413759884,0.7724659518638248,62.8245845660054
87,CUC-0087,0.7918137847343628,0.5671324578073651,144.9644944176273,0.19627372678016286,55.24609742293768
88,CUC-0088,0.38437228958487235,0.8309098461029686,882.0983910763917,0.6830363087462423,34.466252732782024
89,CUC-0089,0.7835630908743199,0.5418918411684982,760.803659676751,0.35128832973122937,61.176935066068985
90,CUC-0090,0.6073431853383728,0.080916326843531,921.4439488020745,0.40282509924437215,88.31684752393112
91,CUC-0091,0.9923722526209918,0.9617971395449579,145.0282395850471,0.437452102042846,55.3011300621754
92,CUC-0092,0.2786414907088315,0.5175577867122577,806.4967410765777,0.6899776423242,92.75760100822765
93,CUC-0093,0.6138977740441379,0.2734683317204327,631.5107053467544,0.947327721536476,32.29757278259804
94,CUC-0094,0.665307672129088,0.41681018630051647,72.30740861289709,0.7254121679242548,39.36053254876836
95,CUC-0095,0.7512504678764322,0.27652184507407185,144.54159864732677,0.8624074118553221,55.147273604040436
96,CUC-0096,0.5749417994813986,0.9951772568035416,846.773109024497,0.38610493867868456,82.5376071895284
97,CUC-0097,0.04632472948894095,0.6013170247221776,96.1444020246293,0.2659727669396358,12.339421445289222
98,CUC-0098,0.4993725065700416,0.09179726465751692,72.54701646884696,0.7606879664254141,38.12098168643445
99,CUC-0099,0.7959560136324855,0.014158957323426868,618.1572676742742,0.5684700689543954,91.53231205094642
